1|4|7|6|5|5|Everything was perfect|7
2|4|7|6|5|5|Everything was perfect|7
3|4|7|6|5|5|Everything was perfect|7
4|4|7|6|5|5|Everything was perfect|7
5|4|7|6|5|5|Everything was perfect|7
6|4|7|6|5|5|Everything was perfect|7
7|4|7|6|5|5|Everything was perfect|7
8|4|7|6|5|5|Everything was perfect|7
9|4|7|6|5|5|Everything was perfect|7
10|4|7|6|5|5|Everything was perfect|7
11|4|7|6|5|5|Everything was perfect|7
12|4|7|6|5|5|Everything was perfect|7
13|4|7|6|5|5|Everything was perfect|7
14|4|7|6|5|5|Everything was perfect|7
15|4|7|6|5|5|Everything was perfect|7
16|4|7|6|5|5|Everything was perfect|7
17|4|7|6|5|5|Everything was perfect|7
18|4|7|6|5|5|Everything was perfect|7
19|4|7|6|5|5|Everything was perfect|7
20|4|7|6|5|5|Everything was perfect|7
21|4|7|6|5|5|Everything was perfect|7
22|4|7|6|5|5|Everything was perfect|7
23|4|7|6|5|5|Everything was perfect|7
24|4|7|6|5|5|Everything was perfect|7
25|4|7|6|5|5|Everything was perfect|7
26|4|7|6|5|5|Everything was perfect|7
27|4|7|6|5|5|Everything was perfect|7
28|4|7|6|5|5|Everything was perfect|7
29|4|7|6|5|5|Everything was perfect|7
30|4|7|6|5|5|Everything was perfect|7
31|4|7|6|5|5|Everything was perfect|7
32|4|7|6|5|5|Everything was perfect|7
33|4|7|6|5|5|Everything was perfect|7
34|4|7|6|5|5|Everything was perfect|7
35|4|7|6|5|5|Everything was perfect|7
36|4|7|6|5|5|Everything was perfect|7
37|4|7|6|5|5|Everything was perfect|7
38|4|7|6|5|5|Everything was perfect|7
39|4|7|6|5|5|Everything was perfect|7
40|4|7|6|5|5|Everything was perfect|7
41|4|7|6|5|5|Everything was perfect|7
42|4|7|6|5|5|Everything was perfect|7
43|4|7|6|5|5|Everything was perfect|7
44|4|7|6|5|5|Everything was perfect|7
45|4|7|6|5|5|Everything was perfect|7
46|4|7|6|5|5|Everything was perfect|7
47|4|7|6|5|5|Everything was perfect|7
48|4|7|6|5|5|Everything was perfect|7
